Image Address,Target Index,Target Right Ascension,Target Declination,Survey,Band,Number of Central Blobs,Main Blob Center,Main Blob Radius,Main Blob Displacement,Percent Outside Diffraction,Threshold Value,Percent of Image White,Validation,Error
FITS/RandSample-2000/index-12/2MASS--K,12,270.809407,-55.695462,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.369140625,0.009674818597151304,,NULL
FITS/RandSample-2000/index-12/WISE+(AllWISE)--w4,12,270.809407,-55.695462,WISE,w4,0,NULL,NULL,NULL,NULL,0.779296875,0.7629132231404959,0,Image lacks central blob
FITS/RandSample-2000/index-12/DSS--DSS2+Red,12,270.809407,-55.695462,DSS,DSS2+Red,1,"(30, 30)",7,0.0,0.0,0.396484375,0.0788135593220339,,NULL
FITS/RandSample-2000/index-12/DSS--DSS2+IR,12,270.809407,-55.695462,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.396484375,0.0403954802259887,,NULL
FITS/RandSample-2000/index-12/WISE+(AllWISE)--w1,12,270.809407,-55.695462,WISE,w1,1,"(21, 21)",7,1.4142135623730951,0.0,0.349609375,0.09297520661157024,,NULL
FITS/RandSample-2000/index-12/2MASS--J,12,270.809407,-55.695462,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.337890625,0.009674818597151304,,NULL
FITS/RandSample-2000/index-12/2MASS--H,12,270.809407,-55.695462,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.314453125,0.009674818597151304,,NULL
FITS/RandSample-2000/index-13/WISE+(AllWISE)--w3,13,218.912688,-38.124167,WISE,w3,0,NULL,NULL,NULL,NULL,0.705078125,0.47525252525252526,0,Image lacks central blob
FITS/RandSample-2000/index-13/WISE+(AllWISE)--w2,13,218.912688,-38.124167,WISE,w2,0,NULL,NULL,NULL,NULL,0.423828125,0.201010101010101,0,Image lacks central blob
FITS/RandSample-2000/index-13/DSS--DSS2+Blue,13,218.912688,-38.124167,DSS,DSS2+Blue,1,"(17, 16)",4,2.23606797749979,0.0,0.365234375,0.054693877551020405,,NULL
FITS/RandSample-2000/index-13/2MASS--K,13,218.912688,-38.124167,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.435546875,0.019080892233270627,,NULL
FITS/RandSample-2000/index-13/WISE+(AllWISE)--w4,13,218.912688,-38.124167,WISE,w4,0,NULL,NULL,NULL,NULL,0.802734375,0.8191919191919191,0,Image lacks central blob
FITS/RandSample-2000/index-13/DSS--DSS2+Red,13,218.912688,-38.124167,DSS,DSS2+Red,1,"(29, 28)",4,2.23606797749979,0.0,0.376953125,0.05056018385521402,,NULL
FITS/RandSample-2000/index-13/DSS--DSS2+IR,13,218.912688,-38.124167,DSS,DSS2+IR,1,"(28, 30)",4,2.0,0.0,0.349609375,0.03333333333333333,,NULL
FITS/RandSample-2000/index-13/WISE+(AllWISE)--w1,13,218.912688,-38.124167,WISE,w1,1,"(21, 22)",7,2.23606797749979,0.02358490566037736,0.365234375,0.1873737373737374,,NULL
FITS/RandSample-2000/index-13/2MASS--J,13,218.912688,-38.124167,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.353515625,0.01961838215533459,,NULL
FITS/RandSample-2000/index-13/2MASS--H,13,218.912688,-38.124167,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.388671875,0.018005912389142703,,NULL
FITS/RandSample-2000/index-14/WISE+(AllWISE)--w3,14,99.946492,45.708581,WISE,w3,0,NULL,NULL,NULL,NULL,0.638671875,0.6864197530864198,0,Image lacks central blob
FITS/RandSample-2000/index-14/WISE+(AllWISE)--w2,14,99.946492,45.708581,WISE,w2,1,"(22, 22)",7,1.4142135623730951,0.0,0.384765625,0.10320987654320987,,NULL
FITS/RandSample-2000/index-14/DSS--DSS1+Blue,14,99.946492,45.708581,DSS,DSS1+Blue,1,"(30, 30)",7,0.0,0.0,0.466796875,0.05649717514124294,,NULL
FITS/RandSample-2000/index-14/DSS--DSS1+Red,14,99.946492,45.708581,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.431640625,0.04653061224489796,,NULL
FITS/RandSample-2000/index-14/DSS--DSS2+Blue,14,99.946492,45.708581,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.365234375,0.04180790960451977,,NULL
FITS/RandSample-2000/index-14/2MASS--K,14,99.946492,45.708581,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.384765625,0.009137328675087342,,NULL
FITS/RandSample-2000/index-14/WISE+(AllWISE)--w4,14,99.946492,45.708581,WISE,w4,0,NULL,NULL,NULL,NULL,0.814453125,0.6414814814814814,0,Image lacks central blob
FITS/RandSample-2000/index-14/DSS--DSS2+Red,14,99.946492,45.708581,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.380859375,0.029943502824858758,,NULL
FITS/RandSample-2000/index-14/DSS--DSS2+IR,14,99.946492,45.708581,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.369140625,0.02005649717514124,,NULL
FITS/RandSample-2000/index-14/WISE+(AllWISE)--w1,14,99.946492,45.708581,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.337890625,0.09185185185185185,,NULL
FITS/RandSample-2000/index-14/2MASS--J,14,99.946492,45.708581,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.333984375,0.009943563558183283,,NULL
FITS/RandSample-2000/index-14/2MASS--H,14,99.946492,45.708581,2MASS,H,1,"(30, 30)",4,1.4142135623730951,0.0,0.361328125,0.009406073636119323,,NULL
FITS/RandSample-2000/index-15/WISE+(AllWISE)--w3,15,265.428391,-39.290374,WISE,w3,0,NULL,NULL,NULL,NULL,0.599609375,0.6118518518518519,0,Image lacks central blob
FITS/RandSample-2000/index-15/WISE+(AllWISE)--w2,15,265.428391,-39.290374,WISE,w2,0,NULL,NULL,NULL,NULL,0.470703125,0.2785185185185185,0,Image lacks central blob
FITS/RandSample-2000/index-15/2MASS--K,15,265.428391,-39.290374,2MASS,K,2,"(29, 30)",4,2.23606797749979,0.0,0.298828125,0.06154259607632357,,NULL
FITS/RandSample-2000/index-15/WISE+(AllWISE)--w4,15,265.428391,-39.290374,WISE,w4,0,NULL,NULL,NULL,NULL,0.708984375,0.945679012345679,0,Image lacks central blob
FITS/RandSample-2000/index-15/DSS--DSS2+Red,15,265.428391,-39.290374,DSS,DSS2+Red,1,"(28, 29)",4,2.23606797749979,0.0,0.314453125,0.03728813559322034,,NULL
FITS/RandSample-2000/index-15/DSS--DSS2+IR,15,265.428391,-39.290374,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.298828125,0.06468926553672316,,NULL
FITS/RandSample-2000/index-15/WISE+(AllWISE)--w1,15,265.428391,-39.290374,WISE,w1,0,NULL,NULL,NULL,NULL,0.443359375,0.23753086419753086,0,Image lacks central blob
FITS/RandSample-2000/index-15/2MASS--J,15,265.428391,-39.290374,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.259765625,0.05589895189465197,,NULL
FITS/RandSample-2000/index-15/2MASS--H,15,265.428391,-39.290374,2MASS,H,2,"(29, 30)",4,2.23606797749979,0.0,0.294921875,0.06611126041386724,,NULL
FITS/RandSample-2000/index-16/WISE+(AllWISE)--w3,16,331.376483,22.254734,WISE,w3,0,NULL,NULL,NULL,NULL,0.630859375,0.577995867768595,0,Image lacks central blob
FITS/RandSample-2000/index-16/WISE+(AllWISE)--w2,16,331.376483,22.254734,WISE,w2,1,"(20, 22)",8,2.0,0.058823529411764705,0.341796875,0.19318181818181818,,NULL
FITS/RandSample-2000/index-16/DSS--DSS1+Blue,16,331.376483,22.254734,DSS,DSS1+Blue,2,"(29, 30)",7,1.0,0.0,0.408203125,0.08870056497175141,,NULL
FITS/RandSample-2000/index-16/DSS--DSS1+Red,16,331.376483,22.254734,DSS,DSS1+Red,1,"(18, 17)",4,1.0,0.0,0.455078125,0.08326530612244898,,NULL
FITS/RandSample-2000/index-16/DSS--DSS2+Blue,16,331.376483,22.254734,DSS,DSS2+Blue,2,"(29, 30)",4,1.0,0.0,0.349609375,0.04463276836158192,,NULL
FITS/RandSample-2000/index-16/2MASS--K,16,331.376483,22.254734,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.392578125,0.013437248051599033,,NULL
FITS/RandSample-2000/index-16/WISE+(AllWISE)--w4,16,331.376483,22.254734,WISE,w4,0,NULL,NULL,NULL,NULL,0.767578125,0.7205578512396694,0,Image lacks central blob
FITS/RandSample-2000/index-16/DSS--DSS2+Red,16,331.376483,22.254734,DSS,DSS2+Red,2,"(29, 30)",5,1.0,0.0,0.349609375,0.051694915254237285,,NULL
FITS/RandSample-2000/index-16/DSS--DSS2+IR,16,331.376483,22.254734,DSS,DSS2+IR,2,"(30, 30)",4,0.0,0.0,0.314453125,0.036440677966101696,,NULL
FITS/RandSample-2000/index-16/WISE+(AllWISE)--w1,16,331.376483,22.254734,WISE,w1,1,"(20, 22)",7,2.0,0.004310344827586207,0.310546875,0.1756198347107438,,NULL
FITS/RandSample-2000/index-16/2MASS--J,16,331.376483,22.254734,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.279296875,0.022305831765654396,,NULL
FITS/RandSample-2000/index-16/2MASS--H,16,331.376483,22.254734,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.322265625,0.01639344262295082,,NULL
FITS/RandSample-2000/index-17/WISE+(AllWISE)--w3,17,289.698349,38.40661,WISE,w3,0,NULL,NULL,NULL,NULL,0.693359375,0.16012396694214875,0,Image lacks central blob
FITS/RandSample-2000/index-17/WISE+(AllWISE)--w2,17,289.698349,38.40661,WISE,w2,1,"(22, 22)",8,0.0,0.0421455938697318,0.376953125,0.13739669421487602,,NULL
FITS/RandSample-2000/index-17/DSS--DSS1+Blue,17,289.698349,38.40661,DSS,DSS1+Blue,1,"(30, 32)",7,2.0,0.0,0.419921875,0.05819209039548023,,NULL
FITS/RandSample-2000/index-17/DSS--DSS1+Red,17,289.698349,38.40661,DSS,DSS1+Red,1,"(16, 17)",4,2.23606797749979,0.0,0.412109375,0.05959183673469388,,NULL
FITS/RandSample-2000/index-17/DSS--DSS2+Blue,17,289.698349,38.40661,DSS,DSS2+Blue,3,"(29, 30)",5,1.0,0.0,0.369140625,0.04350282485875706,,NULL
FITS/RandSample-2000/index-17/2MASS--K,17,289.698349,38.40661,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.333984375,0.01585595270088686,,NULL
FITS/RandSample-2000/index-17/WISE+(AllWISE)--w4,17,289.698349,38.40661,WISE,w4,0,NULL,NULL,NULL,NULL,0.755859375,0.7479338842975206,0,Image lacks central blob
FITS/RandSample-2000/index-17/DSS--DSS2+Red,17,289.698349,38.40661,DSS,DSS2+Red,2,"(28, 30)",4,2.0,0.0,0.333984375,0.029943502824858758,,NULL
FITS/RandSample-2000/index-17/DSS--DSS2+IR,17,289.698349,38.40661,DSS,DSS2+IR,2,"(28, 30)",4,2.0,0.0,0.388671875,0.029661016949152543,,NULL
FITS/RandSample-2000/index-17/WISE+(AllWISE)--w1,17,289.698349,38.40661,WISE,w1,1,"(22, 22)",8,0.0,0.03463203463203463,0.357421875,0.11931818181818182,,NULL
FITS/RandSample-2000/index-17/2MASS--J,17,289.698349,38.40661,2MASS,J,2,"(29, 29)",4,2.8284271247461903,0.0,0.318359375,0.0166621875839828,,NULL
FITS/RandSample-2000/index-17/2MASS--H,17,289.698349,38.40661,2MASS,H,2,"(29, 29)",4,2.8284271247461903,0.0,0.337890625,0.016930932545014783,,NULL
FITS/RandSample-2000/index-18/WISE+(AllWISE)--w3,18,97.80267,21.519772,WISE,w3,0,NULL,NULL,NULL,NULL,0.564453125,0.3432098765432099,0,Image lacks central blob
FITS/RandSample-2000/index-18/WISE+(AllWISE)--w2,18,97.80267,21.519772,WISE,w2,1,"(22, 21)",7,2.23606797749979,0.0,0.384765625,0.10074074074074074,,NULL
FITS/RandSample-2000/index-18/DSS--DSS1+Blue,18,97.80267,21.519772,DSS,DSS1+Blue,1,"(29, 31)",7,1.4142135623730951,0.0,0.416015625,0.07542372881355933,,NULL
FITS/RandSample-2000/index-18/DSS--DSS1+Red,18,97.80267,21.519772,DSS,DSS1+Red,1,"(17, 18)",4,1.0,0.0,0.392578125,0.07020408163265306,,NULL
FITS/RandSample-2000/index-18/DSS--DSS2+Blue,18,97.80267,21.519772,DSS,DSS2+Blue,1,"(29, 29)",5,1.4142135623730951,0.0,0.388671875,0.047175141242937854,,NULL
FITS/RandSample-2000/index-18/2MASS--K,18,97.80267,21.519772,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.369140625,0.009943563558183283,,NULL
FITS/RandSample-2000/index-18/WISE+(AllWISE)--w4,18,97.80267,21.519772,WISE,w4,0,NULL,NULL,NULL,NULL,0.771484375,0.7076543209876544,0,Image lacks central blob
FITS/RandSample-2000/index-18/DSS--DSS2+Red,18,97.80267,21.519772,DSS,DSS2+Red,1,"(29, 29)",5,1.4142135623730951,0.0,0.373046875,0.030508474576271188,,NULL
FITS/RandSample-2000/index-18/DSS--DSS2+IR,18,97.80267,21.519772,DSS,DSS2+IR,1,"(30, 29)",5,1.0,0.0,0.376953125,0.02655367231638418,,NULL
FITS/RandSample-2000/index-18/WISE+(AllWISE)--w1,18,97.80267,21.519772,WISE,w1,1,"(22, 21)",7,2.23606797749979,0.0,0.333984375,0.0962962962962963,,NULL
FITS/RandSample-2000/index-18/2MASS--J,18,97.80267,21.519772,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.302734375,0.010749798441279226,,NULL
FITS/RandSample-2000/index-18/2MASS--H,18,97.80267,21.519772,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.326171875,0.009943563558183283,,NULL
FITS/RandSample-2000/index-19/WISE+(AllWISE)--w3,19,261.024869,-41.635392,WISE,w3,0,NULL,NULL,NULL,NULL,0.509765625,0.8186868686868687,0,Image lacks central blob
FITS/RandSample-2000/index-19/WISE+(AllWISE)--w2,19,261.024869,-41.635392,WISE,w2,1,"(23, 21)",7,1.4142135623730951,0.0,0.384765625,0.2287878787878788,,NULL
FITS/RandSample-2000/index-19/2MASS--K,19,261.024869,-41.635392,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.291015625,0.03251814028486966,,NULL
FITS/RandSample-2000/index-19/WISE+(AllWISE)--w4,19,261.024869,-41.635392,WISE,w4,0,NULL,NULL,NULL,NULL,0.818359375,0.6267676767676768,0,Image lacks central blob
FITS/RandSample-2000/index-19/DSS--DSS2+Red,19,261.024869,-41.635392,DSS,DSS2+Red,1,"(29, 31)",5,1.4142135623730951,0.0,0.365234375,0.043220338983050846,,NULL
FITS/RandSample-2000/index-19/DSS--DSS2+IR,19,261.024869,-41.635392,DSS,DSS2+IR,1,"(29, 29)",5,1.4142135623730951,0.0,0.365234375,0.04943502824858757,,NULL
FITS/RandSample-2000/index-19/WISE+(AllWISE)--w1,19,261.024869,-41.635392,WISE,w1,1,"(23, 21)",7,1.4142135623730951,0.0,0.369140625,0.1994949494949495,,NULL
FITS/RandSample-2000/index-19/2MASS--J,19,261.024869,-41.635392,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.275390625,0.01961838215533459,,NULL
FITS/RandSample-2000/index-19/2MASS--H,19,261.024869,-41.635392,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.259765625,0.03278688524590164,,NULL
FITS/RandSample-2000/index-20/WISE+(AllWISE)--w3,20,7.796234,2.623585,WISE,w3,0,NULL,NULL,NULL,NULL,0.474609375,0.16197530864197532,0,Image lacks central blob
FITS/RandSample-2000/index-20/WISE+(AllWISE)--w2,20,7.796234,2.623585,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.345703125,0.11308641975308642,,NULL
FITS/RandSample-2000/index-20/DSS--DSS1+Blue,20,7.796234,2.623585,DSS,DSS1+Blue,1,"(30, 30)",9,0.0,0.0,0.435546875,0.09378531073446328,,NULL
FITS/RandSample-2000/index-20/DSS--DSS1+Red,20,7.796234,2.623585,DSS,DSS1+Red,1,"(17, 17)",5,1.4142135623730951,0.0,0.447265625,0.09224489795918367,,NULL
FITS/RandSample-2000/index-20/DSS--DSS2+Blue,20,7.796234,2.623585,DSS,DSS2+Blue,1,"(29, 30)",7,1.0,0.0,0.353515625,0.06892655367231638,,NULL
FITS/RandSample-2000/index-20/2MASS--K,20,7.796234,2.623585,2MASS,K,1,"(30, 30)",4,1.4142135623730951,0.0,0.333984375,0.009943563558183283,,NULL
FITS/RandSample-2000/index-20/WISE+(AllWISE)--w4,20,7.796234,2.623585,WISE,w4,0,NULL,NULL,NULL,NULL,0.736328125,0.7145679012345679,0,Image lacks central blob
FITS/RandSample-2000/index-20/DSS--DSS2+Red,20,7.796234,2.623585,DSS,DSS2+Red,1,"(29, 29)",9,1.4142135623730951,0.0,0.431640625,0.08446327683615819,,NULL
FITS/RandSample-2000/index-20/DSS--DSS2+IR,20,7.796234,2.623585,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.376953125,0.043220338983050846,,NULL
FITS/RandSample-2000/index-20/WISE+(AllWISE)--w1,20,7.796234,2.623585,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.330078125,0.09432098765432098,,NULL
FITS/RandSample-2000/index-20/2MASS--J,20,7.796234,2.623585,2MASS,J,1,"(30, 30)",4,1.4142135623730951,0.0,0.330078125,0.009674818597151304,,NULL
FITS/RandSample-2000/index-20/2MASS--H,20,7.796234,2.623585,2MASS,H,1,"(30, 30)",4,1.4142135623730951,0.0,0.314453125,0.009943563558183283,,NULL
FITS/RandSample-2000/index-21/WISE+(AllWISE)--w3,21,308.031647,30.070657,WISE,w3,1,"(22, 22)",9,1.4142135623730951,0.24289405684754523,0.396484375,0.19111111111111112,,NULL
FITS/RandSample-2000/index-21/WISE+(AllWISE)--w2,21,308.031647,30.070657,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.353515625,0.11209876543209876,,NULL
FITS/RandSample-2000/index-21/DSS--DSS1+Blue,21,308.031647,30.070657,DSS,DSS1+Blue,1,"(29, 30)",7,1.0,0.0,0.443359375,0.08135593220338982,,NULL
FITS/RandSample-2000/index-21/DSS--DSS1+Red,21,308.031647,30.070657,DSS,DSS1+Red,1,"(17, 17)",5,1.4142135623730951,0.0,0.482421875,0.14857142857142858,,NULL
FITS/RandSample-2000/index-21/DSS--DSS2+Blue,21,308.031647,30.070657,DSS,DSS2+Blue,1,"(28, 30)",7,2.0,0.0,0.396484375,0.05706214689265537,,NULL
FITS/RandSample-2000/index-21/2MASS--K,21,308.031647,30.070657,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.337890625,0.014780972856758936,,NULL
FITS/RandSample-2000/index-21/WISE+(AllWISE)--w4,21,308.031647,30.070657,WISE,w4,0,NULL,NULL,NULL,NULL,0.669921875,0.34271604938271605,0,Image lacks central blob
FITS/RandSample-2000/index-21/DSS--DSS2+Red,21,308.031647,30.070657,DSS,DSS2+Red,1,"(29, 30)",7,1.0,0.0,0.396484375,0.06694915254237288,,NULL
FITS/RandSample-2000/index-21/DSS--DSS2+IR,21,308.031647,30.070657,DSS,DSS2+IR,1,"(28, 30)",7,2.0,0.0,0.419921875,0.07570621468926554,,NULL
FITS/RandSample-2000/index-21/WISE+(AllWISE)--w1,21,308.031647,30.070657,WISE,w1,1,"(22, 22)",8,1.4142135623730951,0.0036231884057971015,0.365234375,0.1362962962962963,,NULL
FITS/RandSample-2000/index-21/2MASS--J,21,308.031647,30.070657,2MASS,J,1,"(30, 29)",4,2.23606797749979,0.0,0.322265625,0.015318462778822897,,NULL
FITS/RandSample-2000/index-21/2MASS--H,21,308.031647,30.070657,2MASS,H,1,"(30, 29)",4,2.23606797749979,0.0,0.349609375,0.017737167428110722,,NULL
FITS/RandSample-2000/index-22/WISE+(AllWISE)--w3,22,130.039958,-61.321062,WISE,w3,0,NULL,NULL,NULL,NULL,0.521484375,0.15555555555555556,0,Image lacks central blob
FITS/RandSample-2000/index-22/WISE+(AllWISE)--w2,22,130.039958,-61.321062,WISE,w2,1,"(22, 21)",7,2.23606797749979,0.0,0.365234375,0.10814814814814815,,NULL
FITS/RandSample-2000/index-22/DSS--DSS2+Blue,22,130.039958,-61.321062,DSS,DSS2+Blue,1,"(16, 17)",4,2.23606797749979,0.0,0.365234375,0.08979591836734693,,NULL
FITS/RandSample-2000/index-22/2MASS--K,22,130.039958,-61.321062,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.341796875,0.009406073636119323,,NULL
FITS/RandSample-2000/index-22/WISE+(AllWISE)--w4,22,130.039958,-61.321062,WISE,w4,0,NULL,NULL,NULL,NULL,0.791015625,0.8044444444444444,0,Image lacks central blob
FITS/RandSample-2000/index-22/DSS--DSS2+Red,22,130.039958,-61.321062,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.353515625,0.08107344632768361,,NULL
FITS/RandSample-2000/index-22/DSS--DSS2+IR,22,130.039958,-61.321062,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.353515625,0.03446327683615819,,NULL
FITS/RandSample-2000/index-22/WISE+(AllWISE)--w1,22,130.039958,-61.321062,WISE,w1,1,"(22, 21)",7,2.23606797749979,0.0,0.345703125,0.09432098765432098,,NULL
FITS/RandSample-2000/index-22/2MASS--J,22,130.039958,-61.321062,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.314453125,0.009943563558183283,,NULL
FITS/RandSample-2000/index-22/2MASS--H,22,130.039958,-61.321062,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.345703125,0.009137328675087342,,NULL
FITS/RandSample-2000/index-23/WISE+(AllWISE)--w3,23,300.240791,19.058462,WISE,w3,0,NULL,NULL,NULL,NULL,0.603515625,0.13737373737373737,0,Image lacks central blob
FITS/RandSample-2000/index-23/WISE+(AllWISE)--w2,23,300.240791,19.058462,WISE,w2,1,"(22, 22)",7,0.0,0.0,0.392578125,0.10454545454545454,,NULL
FITS/RandSample-2000/index-23/DSS--DSS1+Blue,23,300.240791,19.058462,DSS,DSS1+Blue,1,"(30, 30)",7,0.0,0.0,0.416015625,0.10197740112994351,,NULL
FITS/RandSample-2000/index-23/DSS--DSS1+Red,23,300.240791,19.058462,DSS,DSS1+Red,1,"(17, 17)",5,1.4142135623730951,0.0,0.396484375,0.12163265306122449,,NULL
FITS/RandSample-2000/index-23/DSS--DSS2+Blue,23,300.240791,19.058462,DSS,DSS2+Blue,1,"(29, 29)",5,1.4142135623730951,0.0,0.392578125,0.06894570525711002,,NULL
FITS/RandSample-2000/index-23/2MASS--K,23,300.240791,19.058462,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.345703125,0.009674818597151304,,NULL
FITS/RandSample-2000/index-23/WISE+(AllWISE)--w4,23,300.240791,19.058462,WISE,w4,0,NULL,NULL,NULL,NULL,0.810546875,0.7363636363636363,0,Image lacks central blob
FITS/RandSample-2000/index-23/DSS--DSS2+Red,23,300.240791,19.058462,DSS,DSS2+Red,1,"(29, 29)",5,1.4142135623730951,0.0,0.369140625,0.06434932490663603,,NULL
FITS/RandSample-2000/index-23/DSS--DSS2+IR,23,300.240791,19.058462,DSS,DSS2+IR,1,"(30, 30)",5,0.0,0.0,0.388671875,0.05141242937853107,,NULL
FITS/RandSample-2000/index-23/WISE+(AllWISE)--w1,23,300.240791,19.058462,WISE,w1,1,"(22, 21)",7,1.0,0.0,0.369140625,0.0898989898989899,,NULL
FITS/RandSample-2000/index-23/2MASS--J,23,300.240791,19.058462,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.322265625,0.011018543402311207,,NULL
FITS/RandSample-2000/index-23/2MASS--H,23,300.240791,19.058462,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.341796875,0.008868583714055361,,NULL
FITS/RandSample-2000/index-24/WISE+(AllWISE)--w3,24,289.910529,-21.854424,WISE,w3,0,NULL,NULL,NULL,NULL,0.705078125,0.5742424242424242,0,Image lacks central blob
FITS/RandSample-2000/index-24/WISE+(AllWISE)--w2,24,289.910529,-21.854424,WISE,w2,1,"(22, 22)",7,1.4142135623730951,0.0,0.392578125,0.1919191919191919,,NULL
FITS/RandSample-2000/index-24/DSS--DSS1+Blue,24,289.910529,-21.854424,DSS,DSS1+Blue,1,"(30, 30)",5,0.0,0.0,0.392578125,0.08418079096045197,,NULL
FITS/RandSample-2000/index-24/DSS--DSS1+Red,24,289.910529,-21.854424,DSS,DSS1+Red,1,"(30, 29)",5,1.0,0.0,0.373046875,0.08559322033898305,,NULL
FITS/RandSample-2000/index-24/DSS--DSS2+Blue,24,289.910529,-21.854424,DSS,DSS2+Blue,0,NULL,NULL,NULL,NULL,0.251953125,0.06857142857142857,0,Image lacks central blob
FITS/RandSample-2000/index-24/2MASS--K,24,289.910529,-21.854424,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.376953125,0.02526202633700618,,NULL
FITS/RandSample-2000/index-24/WISE+(AllWISE)--w4,24,289.910529,-21.854424,WISE,w4,0,NULL,NULL,NULL,NULL,0.771484375,0.7202020202020202,0,Image lacks central blob
FITS/RandSample-2000/index-24/DSS--DSS2+Red,24,289.910529,-21.854424,DSS,DSS2+Red,1,"(29, 30)",4,1.0,0.0,0.361328125,0.028531073446327684,,NULL
FITS/RandSample-2000/index-24/DSS--DSS2+IR,24,289.910529,-21.854424,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.326171875,0.03446327683615819,,NULL
FITS/RandSample-2000/index-24/WISE+(AllWISE)--w1,24,289.910529,-21.854424,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.345703125,0.18484848484848485,,NULL
FITS/RandSample-2000/index-24/2MASS--J,24,289.910529,-21.854424,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.263671875,0.03171190540177372,,NULL
FITS/RandSample-2000/index-24/2MASS--H,24,289.910529,-21.854424,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.291015625,0.03171190540177372,,NULL
FITS/RandSample-2000/index-25/WISE+(AllWISE)--w3,25,114.576917,-24.373353,WISE,w3,0,NULL,NULL,NULL,NULL,0.595703125,0.6232098765432099,0,Image lacks central blob
FITS/RandSample-2000/index-25/WISE+(AllWISE)--w2,25,114.576917,-24.373353,WISE,w2,1,"(22, 22)",7,1.4142135623730951,0.0,0.419921875,0.09679012345679013,,NULL
FITS/RandSample-2000/index-25/DSS--DSS1+Red,25,114.576917,-24.373353,DSS,DSS1+Red,1,"(29, 29)",5,1.4142135623730951,0.0,0.388671875,0.06412429378531073,,NULL
FITS/RandSample-2000/index-25/DSS--DSS2+Blue,25,114.576917,-24.373353,DSS,DSS2+Blue,1,"(17, 17)",4,1.4142135623730951,0.0,0.419921875,0.08816326530612245,,NULL
FITS/RandSample-2000/index-25/2MASS--K,25,114.576917,-24.373353,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.404296875,0.009674818597151304,,NULL
FITS/RandSample-2000/index-25/WISE+(AllWISE)--w4,25,114.576917,-24.373353,WISE,w4,0,NULL,NULL,NULL,NULL,0.751953125,0.7333333333333333,0,Image lacks central blob
FITS/RandSample-2000/index-25/DSS--DSS2+Red,25,114.576917,-24.373353,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.345703125,0.0635593220338983,,NULL
FITS/RandSample-2000/index-25/DSS--DSS2+IR,25,114.576917,-24.373353,DSS,DSS2+IR,1,"(28, 30)",4,2.0,0.0,0.318359375,0.02937853107344633,,NULL
